6.233950000000000000e+09,-9.385000000000000853e+01
6.233950200000000000e+09,-9.373999999999999488e+01
6.233950400000000000e+09,-9.415999999999999659e+01
6.233950600000000000e+09,-9.360999999999999943e+01
6.233950800000000000e+09,-9.348999999999999488e+01
6.233951000000000000e+09,-9.325000000000000000e+01
6.233951200000000000e+09,-9.390000000000000568e+01
6.233951400000000000e+09,-9.368000000000000682e+01
6.233951600000000000e+09,-9.451000000000000512e+01
6.233951800000000000e+09,-9.396000000000000796e+01
6.233952000000000000e+09,-9.362999999999999545e+01
6.233952200000000000e+09,-9.489000000000000057e+01
6.233952400000000000e+09,-9.307999999999999829e+01
6.233952600000000000e+09,-9.360999999999999943e+01
6.233952800000000000e+09,-9.371000000000000796e+01
6.233953000000000000e+09,-9.523999999999999488e+01
6.233953200000000000e+09,-9.354999999999999716e+01
6.233953400000000000e+09,-9.318000000000000682e+01
6.233953600000000000e+09,-9.362999999999999545e+01
6.233953800000000000e+09,-9.421999999999999886e+01
6.233954000000000000e+09,-9.348000000000000398e+01
6.233954200000000000e+09,-9.295000000000000284e+01
6.233954400000000000e+09,-9.189000000000000057e+01
6.233954600000000000e+09,-9.260999999999999943e+01
6.233954800000000000e+09,-9.328000000000000114e+01
6.233955000000000000e+09,-9.193999999999999773e+01
6.233955200000000000e+09,-9.273000000000000398e+01
6.233955400000000000e+09,-9.343999999999999773e+01
6.233955600000000000e+09,-9.404999999999999716e+01
6.233955800000000000e+09,-9.282999999999999829e+01
6.233956000000000000e+09,-9.257999999999999829e+01
6.233956200000000000e+09,-9.207999999999999829e+01
6.233956400000000000e+09,-9.271000000000000796e+01
6.233956600000000000e+09,-9.346000000000000796e+01
6.233956800000000000e+09,-9.440000000000000568e+01
6.233957000000000000e+09,-9.417000000000000171e+01
6.233957200000000000e+09,-9.321999999999999886e+01
6.233957400000000000e+09,-9.332999999999999829e+01
6.233957600000000000e+09,-9.418000000000000682e+01
6.233957800000000000e+09,-9.298000000000000398e+01
6.233958000000000000e+09,-9.325000000000000000e+01
6.233958200000000000e+09,-9.285999999999999943e+01
6.233958400000000000e+09,-9.126000000000000512e+01
